"Row ID","Station ID","Station Name","Station Province","Station Latitude","Station Longitude","Location","Station Elevation (m)","Station Climate Identifier","Station WMO Identifier","Station TC Identifier","Year","Month","Day","Data Quality","Date","Maximum Temperature (C)","Minimum Temperature (C)","Mean Temperature (C)","Heating Degree Days (C)","Cooling Degree Days (C)","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precipitation (mm)","Snow on Ground (cm)","Speed of Maximum Wind Gust (km/h)","Direction of Maximum Wind Gust (10s Deg)"
"5371820210126","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","1","26",,"2021/01/26","-15.9","-20.5","-18.2","36.2","0",,,,,"0.5",,,
"5371820210107","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","1","7",,"2021/01/07","2.1","-9","-3.4","21.4","0",,,,,"0",,,
"5371820210108","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","1","8",,"2021/01/08","-3.5","-13.9","-8.7","26.7","0",,,,,"0",,,
"5371820210206","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","2","6",,"2021/02/06","-21.2","-29.8","-25.5","43.5","0",,,,,"0",,,
"5371820210207","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","2","7",,"2021/02/07","-19.6","-35","-27.3","45.3","0",,,,,"0.5",,,
"5371820210225","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","2","25",,"2021/02/25","7.3","-4.8","1.2","16.8","0",,,,,"0.4",,"40","29"
"5371820210226","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","2","26",,"2021/02/26","-0.5","-17.4","-8.9","26.9","0",,,,,"0.5",,"39","4"
"5371820210301","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","3","1",,"2021/03/01","9.1","-6.7","1.2","16.8","0",,,,,"0",,"45","36"
"5371820210302","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","3","2",,"2021/03/02","5.4","-5.2","0.1","17.9","0",,,,,"0",,"34","20"
"5371820210131","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","1","31",,"2021/01/31","-8.3","-19.1","-13.7","31.7","0",,,,,"0",,,
"5371820210201","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","2","1",,"2021/02/01","-6.5","-18.4","-12.4","30.4","0",,,,,"0",,,
"5371820210227","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","2","27",,"2021/02/27","-5.6","-19.1","-12.3","30.3","0",,,,,"0.4",,,
"5371820210228","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","2","28",,"2021/02/28","-3.8","-9.7","-6.7","24.7","0",,,,,"2.3",,,
"5371820210312","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","3","12",,"2021/03/12","9","-3","3","15","0",,,,,"0",,"31","16"
"5371820210313","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","3","13",,"2021/03/13","12","-2.8","4.6","13.4","0",,,,,"0",,"39","17"
"5371820210314","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","3","14",,"2021/03/14","11.8","3","7.4","10.6","0",,,,,"0",,"41","15"
"5371820210315","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","3","15",,"2021/03/15","7.3","-3.4","2","16","0",,,,,"0",,"53","33"
"5175820130120","51758","EDMONTON VILLENEUVE A","ALBERTA","53.67","-113.86","(53.67, -113.86)","687.6","3012229","71664","ZVL","2013","1","20","‡","2013/01/20",,,,,,,,,,,,,
"5371820211002","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","10","2",,"2021/10/02","15.9","4.9","10.4","7.6","0",,,,,"0",,,
"5371820211023","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","10","23",,"2021/10/23","8.3","1.7","5","13","0",,,,,"17",,"32","12"
"5371820211024","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","10","24",,"2021/10/24","12.5","0.1","6.3","11.7","0",,,,,"1.3",,"44","11"
"5371820211025","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","10","25",,"2021/10/25","11.5","3","7.2","10.8","0",,,,,"0",,"41","10"
"5371820211031","53718","EDMONTON SOUTH CAMPUS","ALBERTA","53.49","-113.54","(53.49, -113.54)","670","3012220",,"NES","2021","10","31",,"2021/10/31","5.7","-7","-0.7","18.7","0",,,,,"0",,,
